dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Down	0.00000769986629243876	0.643904928944063	0.522107234846146	0.78786382654654	1055	817	216	111	187318	36762	DH	9	CA2-3	ExN	intersect_9_H3K4me2_P0_forebrain.bed
Up	0.0000000000000000000000000000000000000000000000000813155257569317	3.96518626504493	3.27050043237721	4.82374730815295	488	298	328	119	79968	27253	DH	10	Mcg	Immune	intersect_10_H3K4me2_P0_forebrain.bed
Down	0.0372467291078588	1.28587935811825	1.0106544421544	1.63127685932149	488	298	328	119	79968	27253	DH	10	Mcg	Immune	intersect_10_H3K4me2_P0_forebrain.bed
Up	0.00849714261335108	1.30980310307485	1.06838277209636	1.598123307803	508	1125	137	373	163428	35942	DH	11	Choroid_Plexus	Glia	intersect_11_H3K4me2_P0_forebrain.bed
Down	0.0000000000000000101576388755147	1.7593370632822	1.54893147717587	1.99575799374004	508	1125	137	373	163428	35942	DH	11	Choroid_Plexus	Glia	intersect_11_H3K4me2_P0_forebrain.bed
Up	0.000000000000000000000000000000000000243350046399308	3.82181149983221	3.07649614644619	4.76638524793586	379	579	250	256	95959	32286	DH	12	Opc	Glia	intersect_12_H3K4me2_P0_forebrain.bed
Down	0.000000174835067446475	1.5631066935233	1.32069736153362	1.84849074377358	379	579	250	256	95959	32286	DH	12	Opc	Glia	intersect_12_H3K4me2_P0_forebrain.bed
Up	0.0000462896365815388	2.63364520893276	1.59047024188567	4.58125146992441	108	146	89	137	25507	16327	DH	13	Endo	Glia	intersect_13_H3K4me2_P0_forebrain.bed
Down	0.0000000000000000375506422862773	8.55886193489688	4.37568056049439	19.1323803686644	108	146	89	137	25507	16327	DH	13	Endo	Glia	intersect_13_H3K4me2_P0_forebrain.bed
Up	0.00000000186156900746589	2.26176599048958	1.70536570553626	3.02956515310113	254	134	185	93	38904	21102	DH	14	Pericytes	Glia	intersect_14_H3K4me2_P0_forebrain.bed
Down	0.000468370753886224	1.91351030642674	1.3108939357763	2.83648396929733	254	134	185	93	38904	21102	DH	14	Pericytes	Glia	intersect_14_H3K4me2_P0_forebrain.bed
Up	0.000875052948182938	2.09904344293216	1.32717400331522	3.44178031098616	117	125	93	116	24510	15898	DH	15	SMC	Glia	intersect_15_H3K4me2_P0_forebrain.bed
Down	0.000000000000462422564046815	6.98212001915531	3.55058793549618	15.6555503132078	117	125	93	116	24510	15898	DH	15	SMC	Glia	intersect_15_H3K4me2_P0_forebrain.bed
Up	0.0189660078649901	0.815240710435398	0.68173389506386	0.969666562695416	960	1031	155	114	199242	38067	FC	1	L2-3	ExN	intersect_1_H3K4me2_P0_forebrain.bed
Down	0.00000000000356118645136321	0.526370328867742	0.429257865575864	0.640296263820977	960	1031	155	114	199242	38067	FC	1	L2-3	ExN	intersect_1_H3K4me2_P0_forebrain.bed
Up	0.0000000000000000528963043714662	2.18149134936815	1.81750152996987	2.61600035009239	493	759	221	281	125308	34006	FC	2	Ogc	Glia	intersect_2_H3K4me2_P0_forebrain.bed
Down	0.0000000033119788184606	1.57834270220966	1.35645122257307	1.83364208546553	493	759	221	281	125308	34006	FC	2	Ogc	Glia	intersect_2_H3K4me2_P0_forebrain.bed
Up	0.0274800418021585	0.825868020375158	0.692223792407406	0.980172492604431	984	1015	159	103	200022	37846	FC	3	L4	ExN	intersect_3_H3K4me2_P0_forebrain.bed
Down	0.0000000000000271671147850848	0.48396776103494	0.390727735005243	0.594082034274592	984	1015	159	103	200022	37846	FC	3	L4	ExN	intersect_3_H3K4me2_P0_forebrain.bed
Up	0.000160659479200989	0.743636789088664	0.631770233983775	0.871415531387191	1161	773	185	92	193564	39317	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K4me2_P0_forebrain.bed
Down	0.000000000892725524401664	0.530012301366312	0.421447761844048	0.659933400212277	1161	773	185	92	193564	39317	FC	4	Inh.Vip.Npy	InN	intersect_4_H3K4me2_P0_forebrain.bed
Up	0.58145028233358	0.949435204146567	0.797793885238036	1.12552558603308	739	720	180	239	146010	36979	FC	5	Asc	Glia	intersect_5_H3K4me2_P0_forebrain.bed
Down	0.00000268257391853581	1.46502915938518	1.24866639687157	1.7152308771472	739	720	180	239	146010	36979	FC	5	Asc	Glia	intersect_5_H3K4me2_P0_forebrain.bed
Up	0.00026513895112831	0.746140425360793	0.63177919838245	0.87692585510915	1209	894	175	117	210530	38925	FC	6	L5a.Deptor	ExN	intersect_6_H3K4me2_P0_forebrain.bed
Down	0.0000182412564457562	0.663848880203969	0.541653881658404	0.807443490393581	1209	894	175	117	210530	38925	FC	6	L5a.Deptor	ExN	intersect_6_H3K4me2_P0_forebrain.bed
Up	0.0000866471576237592	1.34671438520199	1.15941610875217	1.5611343330507	831	549	268	77	138185	36088	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K4me2_P0_forebrain.bed
Down	0.00000000000887824307887343	0.461511701036011	0.357777826291222	0.588509876166373	831	549	268	77	138185	36088	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_H3K4me2_P0_forebrain.bed
Up	0.000000557852237947339	0.62867330134885	0.5156834375894	0.761033236437263	901	952	124	156	185436	37543	FC	8	L6	ExN	intersect_8_H3K4me2_P0_forebrain.bed
Down	0.00274209907850015	0.772026412966662	0.645834174166832	0.91800751205584	901	952	124	156	185436	37543	FC	8	L6	ExN	intersect_8_H3K4me2_P0_forebrain.bed
Up	0.000266023325113842	1.44835158435755	1.1827485374259	1.76999964294517	415	479	168	255	89535	28611	FC	9	Mgc	Immune	intersect_9_H3K4me2_P0_forebrain.bed
Down	0.000000000000000000000942979183368141	2.42407510936377	2.01661557576697	2.91536730450845	415	479	168	255	89535	28611	FC	9	Mgc	Immune	intersect_9_H3K4me2_P0_forebrain.bed
Up	0.262177126387872	0.912851376227568	0.777185178152742	1.06794239888398	1027	792	197	184	182065	37570	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K4me2_P0_forebrain.bed
Down	0.0783199664659886	1.16396240635127	0.981149849439557	1.37538554311417	1027	792	197	184	182065	37570	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K4me2_P0_forebrain.bed
Up	0.00129679759832201	0.759774202821483	0.637450504294184	0.900934244518037	963	857	162	174	182165	38297	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K4me2_P0_forebrain.bed
Down	0.643925023830605	0.95701896229546	0.805267327059552	1.13241431787905	963	857	162	174	182165	38297	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K4me2_P0_forebrain.bed
Up	0.0063932711884406	0.754515403577355	0.608400355935472	0.92818093742046	720	1295	107	235	201630	37882	FC	12	Claustrum	ExN	intersect_12_H3K4me2_P0_forebrain.bed
Down	0.592392322210535	0.958296782941568	0.82808003273203	1.10530966894151	720	1295	107	235	201630	37882	FC	12	Claustrum	ExN	intersect_12_H3K4me2_P0_forebrain.bed
Up	0.0000000000056433830142465	1.77623304874444	1.50799177418563	2.08950157699881	630	686	253	287	132553	36347	FC	13	Opc	Glia	intersect_13_H3K4me2_P0_forebrain.bed
Down	0.000000000000000600259203321289	1.90399143312375	1.6294353505427	2.22243290182355	630	686	253	287	132553	36347	FC	13	Opc	Glia	intersect_13_H3K4me2_P0_forebrain.bed
Up	0.0000920913345326234	0.615557412615274	0.470123281485582	0.795230065604145	544	1473	68	271	201880	38027	FC	14	L5.Parm1	ExN	intersect_14_H3K4me2_P0_forebrain.bed
Down	0.688259399594488	0.971459612442961	0.847969236025337	1.10979117380931	544	1473	68	271	201880	38027	FC	14	L5.Parm1	ExN	intersect_14_H3K4me2_P0_forebrain.bed
Up	0.0903512851044786	0.673494462694917	0.423932846652201	1.06768615137129	81	231	39	196	31388	18193	FC	15	Endo	Glia	intersect_15_H3K4me2_P0_forebrain.bed
Down	0.00000000000000000226451727068528	4.06138351725792	2.82122911069639	6.00261907963488	81	231	39	196	31388	18193	FC	15	Endo	Glia	intersect_15_H3K4me2_P0_forebrain.bed
Up	0.0020397234488518	1.6265858151067	1.18750077595566	2.23824034326044	171	366	100	256	53838	24984	FC	16	Peri	Glia	intersect_16_H3K4me2_P0_forebrain.bed
Down	0.000000000000000000145509356557205	2.68772456616826	2.13987877047057	3.39416853327392	171	366	100	256	53838	24984	FC	16	Peri	Glia	intersect_16_H3K4me2_P0_forebrain.bed
Up	0.238713890766252	1.17692303873113	0.893939685387418	1.53771450311883	267	954	80	392	122257	32592	FC	17	L5b.Fezf2	ExN	intersect_17_H3K4me2_P0_forebrain.bed
Down	0.000000000000000000000824542898023356	1.91903663338303	1.68138021744633	2.18838970956403	267	954	80	392	122257	32592	FC	17	L5b.Fezf2	ExN	intersect_17_H3K4me2_P0_forebrain.bed
Up	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000041311277318383	14.247262237959	9.69879810453043	21.7217927629559	419	70	391	50	49087	24300	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K4me2_P0_forebrain.bed
Down	0.000274172790564419	2.55016178724351	1.49047661774275	4.52349686336809	419	70	391	50	49087	24300	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K4me2_P0_forebrain.bed
Up	0.00000000000000000000691290072131811	0.406832710835877	0.326751894502469	0.502070317481498	844	662	100	126	150726	37429	HT	1	CM	Muscle	intersect_1_H3K4me2_P0_heart.bed
Down	0.0004303632947807	0.711581143542384	0.581137083178916	0.865828862897101	844	662	100	126	150726	37429	HT	1	CM	Muscle	intersect_1_H3K4me2_P0_heart.bed
Up	0.0043270833408021	0.74962151991326	0.608216415807726	0.918131041222833	568	758	122	96	132869	35523	HT	2	FB	Other	intersect_2_H3K4me2_P0_heart.bed
Down	0.00000000000000000000698660785451454	0.397425407696486	0.317290023853881	0.493079236235331	568	758	122	96	132869	35523	HT	2	FB	Other	intersect_2_H3K4me2_P0_heart.bed
Up	0.0000000000000000000000000000000576161576988655	2.15286654726184	1.89843338461374	2.43955602838761	1055	464	429	161	152061	36717	HT	3	Endo	Other	intersect_3_H3K4me2_P0_heart.bed
Down	0.000000379958284471923	1.66920304252817	1.36959303264373	2.02830399474189	1055	464	429	161	152061	36717	HT	3	Endo	Other	intersect_3_H3K4me2_P0_heart.bed
Up	0.00000000000000528595504105843	0.568487692548327	0.486703427775994	0.661154477305333	1424	364	199	78	178927	39767	HT	4	Low_quality	NA	intersect_4_H3K4me2_P0_heart.bed
Down	0.752599216580376	0.954355950017276	0.733013458811164	1.23023529719361	1424	364	199	78	178927	39767	HT	4	Low_quality	NA	intersect_4_H3K4me2_P0_heart.bed
Up	0.000000000000000000000246346476989511	1.95262456819873	1.70908787266184	2.22842045078579	957	480	373	91	143802	35445	HT	5	Macg	Immune	intersect_5_H3K4me2_P0_heart.bed
Down	0.00347710169066225	0.715157490299587	0.562634260135157	0.900927732062489	957	480	373	91	143802	35445	HT	5	Macg	Immune	intersect_5_H3K4me2_P0_heart.bed
Up	0.00000000000000000000000000000000000000000000000000870148676298585	2.87335537014687	2.50089604898409	3.30226022736272	835	411	443	86	124777	35222	HT	6	SMC	Muscle	intersect_6_H3K4me2_P0_heart.bed
Down	0.000799860429120846	0.672780588027915	0.524013072976334	0.856089160340978	835	411	443	86	124777	35222	HT	6	SMC	Muscle	intersect_6_H3K4me2_P0_heart.bed
Up	0.0000000000000000000000000000000000000000000000192180036572154	2.60765788401917	2.28986438241411	2.96998328494966	949	241	484	57	119177	33999	HT	7	Endo	Other	intersect_7_H3K4me2_P0_heart.bed
Down	0.100459432138755	0.776116749454693	0.566042334457794	1.05019692783573	949	241	484	57	119177	33999	HT	7	Endo	Other	intersect_7_H3K4me2_P0_heart.bed
Up	0.0326298725148096	0.58273618781222	0.33870837040291	0.975287348712933	72	356	23	269	42998	19183	HT	8	Bcell	Immune	intersect_8_H3K4me2_P0_heart.bed
Down	0.0000000000000000000000000000000432928142667334	3.83843563723613	3.00121368864374	4.9493663760911	72	356	23	269	42998	19183	HT	8	Bcell	Immune	intersect_8_H3K4me2_P0_heart.bed
Up	0.0166107070056488	0.709769870640084	0.530428050692887	0.943687117961018	219	189	77	105	56707	24560	HT	9	Fat	Other	intersect_9_H3K4me2_P0_heart.bed
Down	0.000891606569056383	1.63610205581621	1.21570923735422	2.20756554204579	219	189	77	105	56707	24560	HT	9	Fat	Other	intersect_9_H3K4me2_P0_heart.bed
Up	0.00000000000101386724266524	6.58985134848154	3.48624420982912	13.7415057429201	89	188	78	115	34345	17801	HT	10	Tcell	Immune	intersect_10_H3K4me2_P0_heart.bed
Down	0.0126320808227287	1.46408000783886	1.08162411203024	1.99258527403637	89	188	78	115	34345	17801	HT	10	Tcell	Immune	intersect_10_H3K4me2_P0_heart.bed
Up	0.00000000000000000000000000000000000000000000000000255763560242664	3.57946775248964	2.99861320108041	4.28668838988309	599	181	417	53	78160	30504	HT	11	doublet	NA	intersect_11_H3K4me2_P0_heart.bed
Down	0.00744824692588916	0.64688831497451	0.460364314276656	0.897949802093879	599	181	417	53	78160	30504	HT	11	doublet	NA	intersect_11_H3K4me2_P0_heart.bed
Up	0.0000000000000000000000000000431282239979111	0.239423265974184	0.172491276842665	0.324951348450482	587	406	45	91	99448	25606	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K4me2_E15.5_limb.bed
Down	0.138976765044871	0.833096609534116	0.65206338717718	1.05560051118537	587	406	45	91	99448	25606	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K4me2_E15.5_limb.bed
Up	0.00000000000427090409386768	0.458221471602869	0.355352682184717	0.58373950270531	614	524	76	128	113973	26858	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K4me2_E15.5_limb.bed
Down	0.642556899661481	1.04842091282404	0.851756834385998	1.28335077718842	614	524	76	128	113973	26858	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K4me2_E15.5_limb.bed
Up	0.00000000000000000018237293864997	0.33098283858821	0.246530233222299	0.436791574927137	576	496	56	150	107341	26351	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K4me2_E15.5_limb.bed
Down	0.00400209505279925	1.33244143069427	1.0921028770989	1.61931178189439	576	496	56	150	107341	26351	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K4me2_E15.5_limb.bed
Up	0.00000000000000000000000000774243653381894	0.224127891555064	0.156313396308719	0.312958730963945	451	465	38	111	91704	26689	LM	4	FB	Other	intersect_4_H3K4me2_E15.5_limb.bed
Down	0.0138963244974254	0.76385790206542	0.611202419731947	0.948403603911059	451	465	38	111	91704	26689	LM	4	FB	Other	intersect_4_H3K4me2_E15.5_limb.bed
Up	0.867440297385071	1.01406012719304	0.85695265733191	1.19544143945415	813	384	190	66	119899	27722	LM	5	Low_quality	NA	intersect_5_H3K4me2_E15.5_limb.bed
Down	0.00522358232277124	0.690116128408876	0.52097214235767	0.902444678988656	813	384	190	66	119899	27722	LM	5	Low_quality	NA	intersect_5_H3K4me2_E15.5_limb.bed
Up	0.000000000276041115640024	1.81082763569645	1.50320043648299	2.18047030053641	470	225	225	66	69657	23440	LM	6	Endo	Other	intersect_6_H3K4me2_E15.5_limb.bed
Down	0.179795251681311	0.818469822965946	0.604421583605219	1.09763237210269	470	225	225	66	69657	23440	LM	6	Endo	Other	intersect_6_H3K4me2_E15.5_limb.bed
Up	0.012121484189934	0.705274865474771	0.52840638576661	0.93086464332224	291	604	67	193	89659	26700	LM	7	Kerat	Other	intersect_7_H3K4me2_E15.5_limb.bed
Down	0.246002391600409	1.10728423085534	0.927762731337826	1.31783229156864	291	604	67	193	89659	26700	LM	7	Kerat	Other	intersect_7_H3K4me2_E15.5_limb.bed
Up	0.0000000000000000188988868631302	0.404074867657641	0.316580358539227	0.510156397319567	666	341	82	132	100839	26003	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K4me2_E15.5_limb.bed
Down	0.000000216010435624321	1.81760581310565	1.44989980266657	2.27217079641665	666	341	82	132	100839	26003	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K4me2_E15.5_limb.bed
Up	0.000000000000000000000000000402059855944037	2.76125229445479	2.28797071845836	3.33946986931878	483	69	300	8	55379	20630	LM	9	Macg	Immune	intersect_9_H3K4me2_E15.5_limb.bed
Down	0.00000245541306242911	0.220910911048007	0.091241428199386	0.463469265613105	483	69	300	8	55379	20630	LM	9	Macg	Immune	intersect_9_H3K4me2_E15.5_limb.bed
Up	0.0000271795939975504	0.618426484151658	0.485722545206506	0.781735013784976	382	285	97	152	66859	23734	LM	10	SMC	Muscle	intersect_10_H3K4me2_E15.5_limb.bed
Down	0.00000000117782126319191	2.07660691987656	1.63362968695321	2.6422462470354	382	285	97	152	66859	23734	LM	10	SMC	Muscle	intersect_10_H3K4me2_E15.5_limb.bed
Up	0.0000000000000000000251698066112721	2.16952173693707	1.83776649758941	2.56105692931918	587	211	294	53	79929	25277	LM	11	Fat	Other	intersect_11_H3K4me2_E15.5_limb.bed
Down	0.0451333029679811	0.725251254489446	0.520798915423423	0.996184105878305	587	211	294	53	79929	25277	LM	11	Fat	Other	intersect_11_H3K4me2_E15.5_limb.bed
Up	0.0000672393827759681	0.500309058859083	0.3425337799755	0.718473145379688	157	362	42	227	52002	21943	LM	12	MSC	Other	intersect_12_H3K4me2_E15.5_limb.bed
Down	0.00000000000000656206320483118	2.30338673006443	1.85198708456697	2.87389093408864	157	362	42	227	52002	21943	LM	12	MSC	Other	intersect_12_H3K4me2_E15.5_limb.bed
Up	0.0000000000000172824379088654	4.71143902632717	2.93824682381049	7.94818508643552	166	13	146	2	18169	11042	LM	13	Bcell	Immune	intersect_13_H3K4me2_E15.5_limb.bed
Down	0.00108963611273239	0.117381675496533	0.0126447793629922	0.538001060148018	166	13	146	2	18169	11042	LM	13	Bcell	Immune	intersect_13_H3K4me2_E15.5_limb.bed
Up	0.848823404013548	1.03834424653564	0.697934516408138	1.52244191043549	128	566	41	276	69519	21702	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K4me2_E15.5_limb.bed
Down	0.00000000000000000518257364042658	2.09700472304713	1.77030803445537	2.48317796149974	128	566	41	276	69519	21702	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K4me2_E15.5_limb.bed
Up	0.00565762349076476	0.647143672147957	0.464752920393385	0.888734536127788	212	368	53	160	58193	19784	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K4me2_E15.5_limb.bed
Down	0.000169773324206027	1.4934360606058	1.20667046783321	1.84546487552224	212	368	53	160	58193	19784	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K4me2_E15.5_limb.bed
Up	0.190412486384897	1.36463149640186	0.854369906517349	2.24040864093216	93	24	67	6	11819	7727	LM	16	neutrophils	Immune	intersect_16_H3K4me2_E15.5_limb.bed
Down	0.000100868381480477	0.176551975385433	0.0573290115308099	0.464735252335783	93	24	67	6	11819	7727	LM	16	neutrophils	Immune	intersect_16_H3K4me2_E15.5_limb.bed
Up	0.000569204385924508	2.34518446281369	1.39030836388544	4.13921555290365	86	65	67	20	15815	9498	LM	17	Eryth	Immune	intersect_17_H3K4me2_E15.5_limb.bed
Down	0.00000264899830286993	0.2956169964516	0.165195313867434	0.511558020426153	86	65	67	20	15815	9498	LM	17	Eryth	Immune	intersect_17_H3K4me2_E15.5_limb.bed
