dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Down	0.0645426056349162	0.719051091575341	0.492138435058309	1.02482806922219	949	241	357	37	119177	24006	HT	7	Endo	Other	intersect_7_H3K9ac_P0_heart.bed
Up	0.0267379008140413	0.536893144560901	0.292032912132281	0.939395068322212	72	356	17	246	42998	15710	HT	8	Bcell	Immune	intersect_8_H3K9ac_P0_heart.bed
Down	0.0000000000000000000000000000000000282629494549114	3.88433668382558	3.08746827933818	4.91353023570641	72	356	17	246	42998	15710	HT	8	Bcell	Immune	intersect_8_H3K9ac_P0_heart.bed
Up	0.0450284025662135	0.734846214278098	0.536399001762988	0.99540376279083	219	189	60	98	56707	19240	HT	9	Fat	Other	intersect_9_H3K9ac_P0_heart.bed
Down	0.000000447464660797243	2.0971623755039	1.55941135077569	2.82248767750351	219	189	60	98	56707	19240	HT	9	Fat	Other	intersect_9_H3K9ac_P0_heart.bed
Up	0.0000000000184398389805656	4.80691000666514	2.86057194459293	8.45694529975266	89	188	70	94	34345	14902	HT	10	Tcell	Immune	intersect_10_H3K9ac_P0_heart.bed
Down	0.0764120965770212	1.30470295053159	0.968929990654365	1.75682520647995	89	188	70	94	34345	14902	HT	10	Tcell	Immune	intersect_10_H3K9ac_P0_heart.bed
Up	0.0000000000000000000000000000000000000000000000000000000120587224438739	3.74167533500456	3.16539197863626	4.42865542518221	599	181	361	39	78160	22546	HT	11	doublet	NA	intersect_11_H3K9ac_P0_heart.bed
Down	0.0323963857518568	0.677448016158304	0.462478805107945	0.971885850016741	599	181	361	39	78160	22546	HT	11	doublet	NA	intersect_11_H3K9ac_P0_heart.bed
Up	0.0000000000000000000000000000000620139313334022	0.117661637650672	0.0654096054053249	0.195786395495457	587	406	15	59	99448	18125	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K9ac_E15.5_limb.bed
Down	0.0533757787549736	0.762886443765102	0.568490731817922	1.00828195049919	587	406	15	59	99448	18125	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K9ac_E15.5_limb.bed
Up	0.0000000000000130602483055545	0.327374632722215	0.228093700068103	0.456879566639005	614	524	37	87	113973	18668	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K9ac_E15.5_limb.bed
Down	0.905789720002095	1.01638000381554	0.797509364772068	1.2827113726407	614	524	37	87	113973	18668	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K9ac_E15.5_limb.bed
Up	0.000000000000000479157927933631	0.293745554993694	0.200052594794092	0.417739035973313	576	496	33	102	107341	18401	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K9ac_E15.5_limb.bed
Down	0.0486488850081921	1.25129153845717	0.995796130608324	1.56041032187862	576	496	33	102	107341	18401	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K9ac_E15.5_limb.bed
Up	0.0000000000000000000000000000148021357459592	0.0985447812757344	0.0488247717493825	0.178120887001386	451	465	11	66	91704	18557	LM	4	FB	Other	intersect_4_H3K9ac_E15.5_limb.bed
Down	0.000939782677298706	0.652027137203002	0.494443540653174	0.848256682835878	451	465	11	66	91704	18557	LM	4	FB	Other	intersect_4_H3K9ac_E15.5_limb.bed
Up	0.385236169189917	0.913528335439468	0.745202199054403	1.1118954991521	813	384	119	27	119899	18948	LM	5	Low_quality	NA	intersect_5_H3K9ac_E15.5_limb.bed
Down	0.000000351152618528194	0.402942811352432	0.261763534818651	0.59650916715927	813	384	119	27	119899	18948	LM	5	Low_quality	NA	intersect_5_H3K9ac_E15.5_limb.bed
Up	0.0000000210655455282219	1.74663901108108	1.43806183946035	2.1161192043811	470	225	172	54	69657	17301	LM	6	Endo	Other	intersect_6_H3K9ac_E15.5_limb.bed
Down	0.816937086561982	0.95560855256875	0.689909721245064	1.30534962955615	470	225	172	54	69657	17301	LM	6	Endo	Other	intersect_6_H3K9ac_E15.5_limb.bed
Up	0.00000839157903791572	0.455428104146062	0.303061095197435	0.662684013792687	291	604	31	93	89659	18603	LM	7	Kerat	Other	intersect_7_H3K9ac_E15.5_limb.bed
Down	0.00103483135390871	0.695160179150336	0.550867406213349	0.869130679380096	291	604	31	93	89659	18603	LM	7	Kerat	Other	intersect_7_H3K9ac_E15.5_limb.bed
Up	0.0000000000000000000697223665228104	0.287931448893595	0.203613231231198	0.396737765269286	666	341	40	107	100839	18314	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K9ac_E15.5_limb.bed
Down	0.0000000037061932379295	2.06052614545106	1.62267661505923	2.60252051781178	666	341	40	107	100839	18314	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K9ac_E15.5_limb.bed
Up	0.0000000000000000000000000748834497149214	2.65118389922513	2.20682657752413	3.18593342685322	483	69	249	6	55379	15861	LM	9	Macg	Immune	intersect_9_H3K9ac_E15.5_limb.bed
Down	0.0000826878424131653	0.237279407729478	0.0839000969996178	0.546074364406661	483	69	249	6	55379	15861	LM	9	Macg	Immune	intersect_9_H3K9ac_E15.5_limb.bed
Up	0.0000000582297497825612	0.477667852529605	0.352053509401997	0.637585334155412	382	285	55	110	66859	17411	LM	10	SMC	Muscle	intersect_10_H3K9ac_E15.5_limb.bed
Down	0.0000037239282571754	1.78511870977164	1.39248088353209	2.28027718587735	382	285	55	110	66859	17411	LM	10	SMC	Muscle	intersect_10_H3K9ac_E15.5_limb.bed
Up	0.00000000000000000100851378181144	2.18349538303936	1.8397704890365	2.58728566007655	587	211	228	37	79929	18010	LM	11	Fat	Other	intersect_11_H3K9ac_E15.5_limb.bed
Down	0.0835621610296229	0.731085142599102	0.498033775276339	1.04785258921472	587	211	228	37	79929	18010	LM	11	Fat	Other	intersect_11_H3K9ac_E15.5_limb.bed
Up	0.0000658566356109868	0.448714211172721	0.284757783554404	0.68356872763747	157	362	27	181	52002	16454	LM	12	MSC	Other	intersect_12_H3K9ac_E15.5_limb.bed
Down	0.000000000000725850825845363	2.16045529264067	1.7468754097335	2.67190972903638	157	362	27	181	52002	16454	LM	12	MSC	Other	intersect_12_H3K9ac_E15.5_limb.bed
Up	0.00000000000000000170625192647485	5.20892942353019	3.35971132510503	8.4053205570462	166	13	142	1	18169	9662	LM	13	Bcell	Immune	intersect_13_H3K9ac_E15.5_limb.bed
Down	0.00109169756341088	0.0734083248167265	0.00172072473360185	0.496164448470863	166	13	142	1	18169	9662	LM	13	Bcell	Immune	intersect_13_H3K9ac_E15.5_limb.bed
Up	0.754449473002259	0.921341845849173	0.582956794251203	1.41353389515785	128	566	28	238	69519	16203	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K9ac_E15.5_limb.bed
Down	0.000000000000000000000120718085768168	2.38759303799158	2.01010640190236	2.8324075929182	128	566	28	238	69519	16203	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K9ac_E15.5_limb.bed
Up	0.0150811574486595	0.656061611757242	0.452721545461265	0.930539862434623	212	368	40	139	58193	15230	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K9ac_E15.5_limb.bed
Down	0.00000127519536074098	1.71225792336481	1.37561237101901	2.1250885257009	212	368	40	139	58193	15230	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K9ac_E15.5_limb.bed
Up	0.056519328637867	1.54982510643931	0.983108040946406	2.49717472663686	93	24	64	3	11819	6943	LM	16	neutrophils	Immune	intersect_16_H3K9ac_E15.5_limb.bed
Down	0.00000659291241556909	0.100347773987066	0.0191480111993686	0.336341406984919	93	24	64	3	11819	6943	LM	16	neutrophils	Immune	intersect_16_H3K9ac_E15.5_limb.bed
Up	0.0000817402979193779	2.52759842054947	1.53420338620237	4.31449945859462	86	65	64	10	15815	8462	LM	17	Eryth	Immune	intersect_17_H3K9ac_E15.5_limb.bed
Down	0.000000000294738710599499	0.158012948130873	0.0717509192953781	0.313263951665093	86	65	64	10	15815	8462	LM	17	Eryth	Immune	intersect_17_H3K9ac_E15.5_limb.bed
