dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Down	0.0106719808213772	1.22748319623515	1.04777020768087	1.43407558873224	394	801	46	229	119613	29418	DH	8	Asc	Glia	intersect_8_B_comp.bed
Up	0.000000393954397944997	0.69980885469348	0.605195906227294	0.807035855658784	1055	817	255	338	187318	58619	DH	9	CA2-3	ExN	intersect_9_B_comp.bed
Down	0.00000000160396178861031	1.54924119243733	1.34342131451828	1.78495806573155	1055	817	255	338	187318	58619	DH	9	CA2-3	ExN	intersect_9_B_comp.bed
Up	0.000000000000000166965186149275	0.308223167740191	0.216177629134255	0.428225526184844	488	298	39	85	79968	17581	DH	10	Mcg	Immune	intersect_10_B_comp.bed
Down	0.0077387744333509	1.41607916164846	1.08734214258629	1.8303723807473	488	298	39	85	79968	17581	DH	10	Mcg	Immune	intersect_10_B_comp.bed
Up	0.00000000000619673633943961	0.469070608480958	0.367472336401037	0.592897887873832	508	1125	86	454	163428	49498	DH	11	Choroid_Plexus	Glia	intersect_11_B_comp.bed
Down	0.00000000000106572908864108	1.5573364665962	1.37874350759912	1.75780603385935	508	1125	86	454	163428	49498	DH	11	Choroid_Plexus	Glia	intersect_11_B_comp.bed
Up	0.0000000000000058252419986753	0.296271489586206	0.200646916365907	0.424218917358822	379	579	33	182	95959	23368	DH	12	Opc	Glia	intersect_12_B_comp.bed
Down	0.000121449099170631	1.42409914117953	1.18753441378614	1.70249609792053	379	579	33	182	95959	23368	DH	12	Opc	Glia	intersect_12_B_comp.bed
Up	0.892511028506005	0.911168381738491	0.489833047176448	1.58357580076835	108	146	15	20	25507	3836	DH	13	Endo	Glia	intersect_13_B_comp.bed
Down	0.728194020098308	0.896758336607079	0.52904538120772	1.44651318971432	108	146	15	20	25507	3836	DH	13	Endo	Glia	intersect_13_B_comp.bed
Up	0.00585976639708564	0.570384866829613	0.361192530672651	0.864631407609507	254	134	25	25	38904	6250	DH	14	Pericytes	Glia	intersect_14_B_comp.bed
Down	0.409582094243699	1.19828232991558	0.74248563883217	1.8659536001021	254	134	25	25	38904	6250	DH	14	Pericytes	Glia	intersect_14_B_comp.bed
Up	0.603699315078642	0.836147278175969	0.450968667549084	1.44688617041489	117	125	15	19	24510	3666	DH	15	SMC	Glia	intersect_15_B_comp.bed
Down	0.900162966075085	1.0191467046509	0.589602542458402	1.67366755752114	117	125	15	19	24510	3666	DH	15	SMC	Glia	intersect_15_B_comp.bed
Up	0.00000121711424139931	1.38382806134186	1.21231555412311	1.57807052708947	960	1031	381	481	199242	64211	FC	1	L2-3	ExN	intersect_1_B_comp.bed
Down	0.00000000000000000000086890735224864	1.83919009148384	1.62333665993063	2.08314566853254	960	1031	381	481	199242	64211	FC	1	L2-3	ExN	intersect_1_B_comp.bed
Up	0.000000000162064351810574	0.459461015255857	0.348919784555332	0.596820914637622	493	759	66	267	125308	31542	FC	2	Ogc	Glia	intersect_2_B_comp.bed
Down	0.00000000102458407725359	1.61324483738319	1.38393081880794	1.877259968785	493	759	66	267	125308	31542	FC	2	Ogc	Glia	intersect_2_B_comp.bed
Up	0.259860561475382	1.07905851663851	0.942607297206218	1.23348995621897	984	1015	335	463	200022	64722	FC	3	L4	ExN	intersect_3_B_comp.bed
Down	0.00000000000000000191062630059277	1.75346319357629	1.54578396153646	1.98837301154241	984	1015	335	463	200022	64722	FC	3	L4	ExN	intersect_3_B_comp.bed
Up	0.175623529780233	0.914362168343946	0.801300883344749	1.04139519093823	1161	773	322	291	193564	57226	FC	4	Inh.Vip.Npy	InN	intersect_4_B_comp.bed
Down	0.00000167113225331414	1.43836316689128	1.2388742165982	1.6677119296568	1161	773	322	291	193564	57226	FC	4	Inh.Vip.Npy	InN	intersect_4_B_comp.bed
Up	0.00000017890776831251	0.608316641880096	0.496208405278943	0.740537901046901	739	720	121	155	146010	35553	FC	5	Asc	Glia	intersect_5_B_comp.bed
Down	0.0815815593491029	0.852318269831735	0.708613300760846	1.02026250079163	739	720	121	155	146010	35553	FC	5	Asc	Glia	intersect_5_B_comp.bed
Up	0.00104118028979063	1.22078830279515	1.08304396764516	1.37478029753967	1209	894	441	372	210530	67347	FC	6	L5a.Deptor	ExN	intersect_6_B_comp.bed
Down	0.00000000176244797279872	1.51513311487525	1.32242042329563	1.73450735756598	1209	894	441	372	210530	67347	FC	6	L5a.Deptor	ExN	intersect_6_B_comp.bed
Up	0.000109523400150494	0.722612470510732	0.607100773887016	0.856282266185818	831	549	172	173	138185	36668	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_B_comp.bed
Down	0.0101963545471427	1.27383766009968	1.05729030766914	1.52980744216814	831	549	172	173	138185	36668	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_B_comp.bed
Up	0.941865825458188	0.991390864026247	0.855926096125767	1.14582428570894	901	952	268	340	185436	55493	FC	8	L6	ExN	intersect_8_B_comp.bed
Down	0.000126040314030154	1.30092888735036	1.13556194227101	1.48831576387893	901	952	268	340	185436	55493	FC	8	L6	ExN	intersect_8_B_comp.bed
Up	0.00003657753601808	0.562030432198781	0.413935115297907	0.750063897162696	415	479	54	98	89535	18821	FC	9	Mgc	Immune	intersect_9_B_comp.bed
Down	0.822048611355015	0.966405339669417	0.765474782976654	1.21036092544984	415	479	54	98	89535	18821	FC	9	Mgc	Immune	intersect_9_B_comp.bed
Up	0.0397509069904697	0.864834358179744	0.750113609153837	0.994778098612868	1027	792	274	235	182065	53918	FC	10	Inh.Six3.Def6	InN	intersect_10_B_comp.bed
Down	0.968903268332521	1.00273767819804	0.856948570260303	1.17040720120501	1027	792	274	235	182065	53918	FC	10	Inh.Six3.Def6	InN	intersect_10_B_comp.bed
Up	0.0219028997508302	0.843176195319502	0.7256165708816	0.977030216136279	963	857	242	241	182165	51868	FC	11	Inh.Sst.Pvalb	InN	intersect_11_B_comp.bed
Down	0.849578762560199	0.982807078534787	0.842986281943932	1.14288596541318	963	857	242	241	182165	51868	FC	11	Inh.Sst.Pvalb	InN	intersect_11_B_comp.bed
Up	0.160588289420121	0.888219586367731	0.75269463706129	1.04516533739001	720	1295	211	467	201630	64159	FC	12	Claustrum	ExN	intersect_12_B_comp.bed
Down	0.00122597602615581	1.20845573355678	1.07614841142897	1.35581560888322	720	1295	211	467	201630	64159	FC	12	Claustrum	ExN	intersect_12_B_comp.bed
Up	0.00111037898569246	0.725362809206269	0.591305645885825	0.884264669473895	630	686	125	166	132553	33725	FC	13	Opc	Glia	intersect_13_B_comp.bed
Down	0.481981578596428	0.935477036005015	0.780347315199676	1.11670625150285	630	686	125	166	132553	33725	FC	13	Opc	Glia	intersect_13_B_comp.bed
Up	0.52100896640002	0.937122173789093	0.776602828140136	1.1269760433374	544	1473	169	572	201880	65558	FC	14	L5.Parm1	ExN	intersect_14_B_comp.bed
Down	0.000000313867990532823	1.32016386471203	1.18622159810297	1.46824238159416	544	1473	169	572	201880	65558	FC	14	L5.Parm1	ExN	intersect_14_B_comp.bed
Up	0.287439168710878	0.657362181273663	0.28875677250206	1.31974048659425	81	231	9	17	31388	5015	FC	15	Endo	Glia	intersect_15_B_comp.bed
Down	0.000135916363819075	0.41776344179747	0.238666440064533	0.68560184759968	81	231	9	17	31388	5015	FC	15	Endo	Glia	intersect_15_B_comp.bed
Up	0.222949965708903	0.751363999705058	0.46167512970497	1.1716476096525	171	366	23	60	53838	9227	FC	16	Peri	Glia	intersect_16_B_comp.bed
Down	0.780638351817517	0.947993970492082	0.705821097899175	1.25503757577039	171	366	23	60	53838	9227	FC	16	Peri	Glia	intersect_16_B_comp.bed
Up	0.2348094320466	1.17730931709878	0.89220606994877	1.54108184837868	267	954	78	217	122257	31732	FC	17	L5b.Fezf2	ExN	intersect_17_B_comp.bed
Down	0.023702204505216	0.839974110185946	0.718237948932127	0.979108970920127	267	954	78	217	122257	31732	FC	17	L5b.Fezf2	ExN	intersect_17_B_comp.bed
Up	0.000238654719117607	0.608923224214943	0.453911709906288	0.80447932434303	419	70	59	17	49087	10410	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_B_comp.bed
Down	0.557921158720861	1.19173408957678	0.646568055114444	2.09199516769408	419	70	59	17	49087	10410	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_B_comp.bed
Up	0.33544337810219	1.07169163137081	0.930009333699206	1.23359668862171	844	662	329	298	150726	56292	HT	1	CM	Muscle	intersect_1_B_comp.bed
Down	0.0000651942610691066	1.37335808076412	1.17404440540759	1.60566954162915	844	662	329	298	150726	56292	HT	1	CM	Muscle	intersect_1_B_comp.bed
Up	0.00022171617256191	0.710973462867471	0.588456649013286	0.85568204318184	568	758	161	325	132869	47499	HT	2	FB	Other	intersect_2_B_comp.bed
Down	0.00005518184266674	1.34896865464051	1.16409959607199	1.56203566362857	568	758	161	325	132869	47499	HT	2	FB	Other	intersect_2_B_comp.bed
Up	0.0000000000262331984886395	0.64322367469698	0.561352231525994	0.735643530455028	1055	464	310	146	152061	59730	HT	3	Endo	Other	intersect_3_B_comp.bed
Down	0.000593314202115798	0.709711508889444	0.579236919299937	0.866272840854663	1055	464	310	146	152061	59730	HT	3	Endo	Other	intersect_3_B_comp.bed
Up	0.0000258079734442241	1.25559820602382	1.12867463623147	1.39637491291558	1424	364	631	107	178927	69406	HT	4	Low_quality	NA	intersect_4_B_comp.bed
Down	0.000197640813816249	0.656980197236509	0.519245518591711	0.826465445728831	1424	364	631	107	178927	69406	HT	4	Low_quality	NA	intersect_4_B_comp.bed
Up	0.000000000000000120504764795572	0.556937042755062	0.480405085404991	0.644057029169303	957	480	254	194	143802	56583	HT	5	Macg	Immune	intersect_5_B_comp.bed
Down	0.639989241292213	1.04556015889966	0.866546603876005	1.25943995644023	957	480	254	194	143802	56583	HT	5	Macg	Immune	intersect_5_B_comp.bed
Up	0.00000000000000000000270690512397981	0.469112355064426	0.394945295086486	0.554879348191879	835	411	177	173	124777	45474	HT	6	SMC	Muscle	intersect_6_B_comp.bed
Down	0.0182475868180786	1.26761340010312	1.03575487850674	1.54889265629478	835	411	177	173	124777	45474	HT	6	SMC	Muscle	intersect_6_B_comp.bed
Up	0.00000000000000000387514582081662	0.529546341624844	0.453457404091521	0.616426327822307	949	241	223	75	119177	43751	HT	7	Endo	Other	intersect_7_B_comp.bed
Down	0.0817521258689489	0.778901315714799	0.584749249270888	1.02939553553436	949	241	223	75	119177	43751	HT	7	Endo	Other	intersect_7_B_comp.bed
Up	0.799607840786105	0.916151235386887	0.523217376943505	1.55109578410934	72	356	21	54	42998	13333	HT	8	Bcell	Immune	intersect_8_B_comp.bed
Down	0.00000000000924728326188011	0.39784254903476	0.291885296392632	0.533370496352143	72	356	21	54	42998	13333	HT	8	Bcell	Immune	intersect_8_B_comp.bed
Up	0.321306819440236	0.841644442673886	0.60391461251567	1.15599666576172	219	189	52	43	56707	15314	HT	9	Fat	Other	intersect_9_B_comp.bed
Down	0.218015112758987	0.796086214941948	0.552587121754879	1.12605034234168	219	189	52	43	56707	15314	HT	9	Fat	Other	intersect_9_B_comp.bed
Up	0.00658167627233944	0.461382647500889	0.240609800469023	0.823601413900488	89	188	14	44	34345	9893	HT	10	Tcell	Immune	intersect_10_B_comp.bed
Down	0.106628657766379	0.755250072814789	0.525695853343834	1.06617016937291	89	188	14	44	34345	9893	HT	10	Tcell	Immune	intersect_10_B_comp.bed
Up	0.000000266765034901156	0.590585664589204	0.474727000655728	0.729236851789381	599	181	108	58	78160	21210	HT	11	doublet	NA	intersect_11_B_comp.bed
Down	0.154499106788815	1.26614274084302	0.909789898503203	1.74437793677045	599	181	108	58	78160	21210	HT	11	doublet	NA	intersect_11_B_comp.bed
Up	0.0000248573133288824	1.49387110999826	1.23845951461878	1.79502126432452	587	406	163	122	99448	20354	LM	1	Skm.Fhl3..1	Muscle	intersect_1_B_comp.bed
Down	0.00000609833155713648	1.66929012847153	1.33814482877271	2.07222603041478	587	406	163	122	99448	20354	LM	1	Skm.Fhl3..1	Muscle	intersect_1_B_comp.bed
Up	0.00644061096847345	1.28282164249804	1.06912532535919	1.53374124456734	614	524	173	128	113973	26691	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_B_comp.bed
Down	0.605157274304937	1.05700446009951	0.858726543433717	1.29386911347942	614	524	173	128	113973	26691	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_B_comp.bed
Up	0.130592278319264	1.15861677929165	0.951211775810533	1.40426451644487	576	496	142	101	107341	23638	LM	3	Skm.Fhl3.2	Muscle	intersect_3_B_comp.bed
Down	0.415150957622271	0.905430555047997	0.71997794539943	1.1298816288897	576	496	142	101	107341	23638	LM	3	Skm.Fhl3.2	Muscle	intersect_3_B_comp.bed
Up	0.0263882911599498	1.26481054319513	1.021337930277	1.55852077364978	451	465	127	137	91704	21696	LM	4	FB	Other	intersect_4_B_comp.bed
Down	0.00439447463970836	1.34776162008531	1.09531861880336	1.65115783303207	451	465	127	137	91704	21696	LM	4	FB	Other	intersect_4_B_comp.bed
Up	0.00346223916455176	1.25753788322931	1.07662754941042	1.46514756463154	813	384	241	97	119899	30090	LM	5	Low_quality	NA	intersect_5_B_comp.bed
Down	0.952998473780022	1.00875928185983	0.792577732924564	1.27460557550642	813	384	241	97	119899	30090	LM	5	Low_quality	NA	intersect_5_B_comp.bed
Up	0.000387676282926374	0.648079826953505	0.499039213790956	0.83196846067104	470	225	75	52	69657	15784	LM	6	Endo	Other	intersect_6_B_comp.bed
Down	0.873314314667136	1.02591601797908	0.737116488880422	1.40690763645715	470	225	75	52	69657	15784	LM	6	Endo	Other	intersect_6_B_comp.bed
Up	1	0.996276768401477	0.743797292910146	1.31880089466317	291	604	65	158	89659	20085	LM	7	Kerat	Other	intersect_7_B_comp.bed
Down	0.0311408396449691	1.22714827409908	1.01623904475748	1.47559969655399	291	604	65	158	89659	20085	LM	7	Kerat	Other	intersect_7_B_comp.bed
Up	0.0000181916896924671	0.636886703611041	0.508323502621294	0.790857783805193	666	341	98	67	100839	21495	LM	8	Skm.Fhl3.3	Muscle	intersect_8_B_comp.bed
Down	0.507627132509853	0.902612773703967	0.680099253760149	1.18344632607841	666	341	98	67	100839	21495	LM	8	Skm.Fhl3.3	Muscle	intersect_8_B_comp.bed
Up	0.000890434850345375	0.660655190877017	0.50653495764597	0.851200910948402	483	69	72	18	55379	11607	LM	9	Macg	Immune	intersect_9_B_comp.bed
Down	0.300509333626361	1.33099406857879	0.731494313271456	2.3182458117909	483	69	72	18	55379	11607	LM	9	Macg	Immune	intersect_9_B_comp.bed
Up	0.660700326105346	1.05952703755013	0.821893369554609	1.35373215912918	382	285	85	68	66859	14219	LM	10	SMC	Muscle	intersect_10_B_comp.bed
Down	0.277446473876582	1.16013214589418	0.869553097310934	1.53095214486605	382	285	85	68	66859	14219	LM	10	SMC	Muscle	intersect_10_B_comp.bed
Up	0.340826823857597	1.09982281681203	0.901400695110457	1.33486832649868	587	211	138	47	79929	17458	LM	11	Fat	Other	intersect_11_B_comp.bed
Down	0.867629155772057	1.02550672576745	0.724797837874098	1.42680731539127	587	211	138	47	79929	17458	LM	11	Fat	Other	intersect_11_B_comp.bed
Up	0.548755785972852	1.11607629205553	0.739476569439587	1.64428032672249	157	362	34	51	52002	10323	LM	12	MSC	Other	intersect_12_B_comp.bed
Down	0.00536675280868423	0.662106322787868	0.482044428942365	0.893346011237953	157	362	34	51	52002	10323	LM	12	MSC	Other	intersect_12_B_comp.bed
Up	0.271608091252185	0.740528187205409	0.432685516944297	1.20068564466403	166	13	19	1	18169	2700	LM	13	Bcell	Immune	intersect_13_B_comp.bed
Down	0.706403536454734	0.477454866312352	0.0111678784242977	3.2295025214918	166	13	19	1	18169	2700	LM	13	Bcell	Immune	intersect_13_B_comp.bed
Up	1	1.00662737028091	0.617111750675199	1.58169577406567	128	566	24	78	69519	12965	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_B_comp.bed
Down	0.00280447955468807	0.697219631874882	0.541336711043967	0.887748729526593	128	566	24	78	69519	12965	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_B_comp.bed
Up	0.273784838100249	0.799117075953013	0.523778645685784	1.18126298795794	212	368	30	45	58193	9951	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_B_comp.bed
Down	0.0122198353608283	0.675417964963431	0.482655956989327	0.925488623627831	212	368	30	45	58193	9951	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_B_comp.bed
Up	0.647422604766122	1.13591396008516	0.592557892536959	2.02659090508842	93	24	14	5	11819	1595	LM	16	neutrophils	Immune	intersect_16_B_comp.bed
Down	0.361728125186119	1.68675510799003	0.491503656041709	4.67912424332108	93	24	14	5	11819	1595	LM	16	neutrophils	Immune	intersect_16_B_comp.bed
Up	0.320381433814278	0.63974960004068	0.248730832903115	1.38357176050444	86	65	7	6	15815	1924	LM	17	Eryth	Immune	intersect_17_B_comp.bed
Down	0.571305213145495	0.73423546028827	0.258672843579603	1.69860478689294	86	65	7	6	15815	1924	LM	17	Eryth	Immune	intersect_17_B_comp.bed
