dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Down	0.00222685881724899	1.24129466553778	1.07931936974354	1.42402187766229	508	1125	114	277	163428	34047	DH	11	Choroid_Plexus	Glia	intersect_11_CTCF_P0_forebrain.bed
Up	0.00179885043294474	1.40888912635067	1.13438144377125	1.74429331596342	379	579	139	218	95959	27955	DH	12	Opc	Glia	intersect_12_CTCF_P0_forebrain.bed
Down	0.0000124925585464914	1.46900179773937	1.23517261306043	1.74383124551887	379	579	139	218	95959	27955	DH	12	Opc	Glia	intersect_12_CTCF_P0_forebrain.bed
Up	0.280631670185369	1.24795566180436	0.836770050294585	1.85543395978586	108	146	50	61	25507	10421	DH	13	Endo	Glia	intersect_13_CTCF_P0_forebrain.bed
Down	0.865995234564475	1.03892808817996	0.734448536699995	1.46203113377392	108	146	50	61	25507	10421	DH	13	Endo	Glia	intersect_13_CTCF_P0_forebrain.bed
Up	0.151900952851809	1.2017913734657	0.926355740311578	1.55456596756115	254	134	105	50	38904	14380	DH	14	Pericytes	Glia	intersect_14_CTCF_P0_forebrain.bed
Down	0.928792151607865	1.0151385786675	0.700092356722169	1.45867804791315	254	134	105	50	38904	14380	DH	14	Pericytes	Glia	intersect_14_CTCF_P0_forebrain.bed
Up	0.849470994491958	0.954293303367481	0.640477121710075	1.40744141832819	117	125	44	66	24510	9488	DH	15	SMC	Glia	intersect_15_CTCF_P0_forebrain.bed
Down	0.00165843250175771	1.77100063541375	1.22634386286142	2.56285765618549	117	125	44	66	24510	9488	DH	15	SMC	Glia	intersect_15_CTCF_P0_forebrain.bed
Up	0.000000510979501225221	0.625167321594846	0.51137757174571	0.758544255434667	960	1031	119	118	199242	36773	FC	1	L2-3	ExN	intersect_1_CTCF_P0_forebrain.bed
Down	0.00000000103396833105046	0.571028331221493	0.467191605489203	0.692627720814014	960	1031	119	118	199242	36773	FC	1	L2-3	ExN	intersect_1_CTCF_P0_forebrain.bed
Up	0.000520884027615185	1.40057875945376	1.1547008808167	1.69365339725404	493	759	167	284	125308	33558	FC	2	Ogc	Glia	intersect_2_CTCF_P0_forebrain.bed
Down	0.00000000020274978538062	1.63467986877262	1.40542385921177	1.89858214326255	493	759	167	284	125308	33558	FC	2	Ogc	Glia	intersect_2_CTCF_P0_forebrain.bed
Up	0.18628938130591	0.890276537722803	0.747949420446281	1.05443222847616	984	1015	164	107	200022	36692	FC	3	L4	ExN	intersect_3_CTCF_P0_forebrain.bed
Down	0.0000000000110442615868695	0.524563727164529	0.425107690314872	0.641762338541035	984	1015	164	107	200022	36692	FC	3	L4	ExN	intersect_3_CTCF_P0_forebrain.bed
Up	0.0176762648700018	0.830344277791218	0.708175616644325	0.969535749809684	1161	773	196	117	193564	38042	FC	4	Inh.Vip.Npy	InN	intersect_4_CTCF_P0_forebrain.bed
Down	0.00126763694757787	0.729143546749216	0.593540328951601	0.889182526731978	1161	773	196	117	193564	38042	FC	4	Inh.Vip.Npy	InN	intersect_4_CTCF_P0_forebrain.bed
Up	0.28371636861707	0.906226537688569	0.758084754805766	1.07864775242352	739	720	168	232	146010	35786	FC	5	Asc	Glia	intersect_5_CTCF_P0_forebrain.bed
Down	0.00000320607089168175	1.46429895929892	1.24639183241769	1.71638834690277	739	720	168	232	146010	35786	FC	5	Asc	Glia	intersect_5_CTCF_P0_forebrain.bed
Up	0.0000110044206314697	0.696409897508591	0.5860121522385	0.823156708282462	1209	894	161	101	210530	38049	FC	6	L5a.Deptor	ExN	intersect_6_CTCF_P0_forebrain.bed
Down	0.0000000352481864487411	0.577365105205788	0.464490792123801	0.711211519734096	1209	894	161	101	210530	38049	FC	6	L5a.Deptor	ExN	intersect_6_CTCF_P0_forebrain.bed
Up	0.565364881962129	1.04874291943105	0.890100349028682	1.2314331020317	831	549	202	119	138185	32395	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_CTCF_P0_forebrain.bed
Down	0.363459023778697	0.903744588358536	0.731099486655923	1.11005345365677	831	549	202	119	138185	32395	FC	7	Inh.Sema5a.S100a13	InN	intersect_7_CTCF_P0_forebrain.bed
Up	0.295487121934255	0.909595090118175	0.763631288369525	1.07830538635032	901	952	166	158	185436	36885	FC	8	L6	ExN	intersect_8_CTCF_P0_forebrain.bed
Down	0.010300470794381	0.801426607499066	0.671044185233419	0.952130584310405	901	952	166	158	185436	36885	FC	8	L6	ExN	intersect_8_CTCF_P0_forebrain.bed
Up	0.00147223914375249	1.39214623789282	1.13263951482309	1.70634415260226	415	479	154	209	89535	26652	FC	9	Mgc	Immune	intersect_9_CTCF_P0_forebrain.bed
Down	0.000000000153598445388674	1.82625418716677	1.51636245155716	2.19731961105457	415	479	154	209	89535	26652	FC	9	Mgc	Immune	intersect_9_CTCF_P0_forebrain.bed
Up	0.814244489471191	1.01944108810308	0.87090542539367	1.18897847732452	1027	792	208	195	182065	36311	FC	10	Inh.Six3.Def6	InN	intersect_10_CTCF_P0_forebrain.bed
Down	0.00132357828783784	1.31111765114197	1.10918794930351	1.54434440296312	1027	792	208	195	182065	36311	FC	10	Inh.Six3.Def6	InN	intersect_10_CTCF_P0_forebrain.bed
Up	0.904660252165915	1.00920137763628	0.858964293439411	1.18126921980519	963	857	200	197	182165	37559	FC	11	Inh.Sst.Pvalb	InN	intersect_11_CTCF_P0_forebrain.bed
Down	0.0905166042678707	1.14922860752182	0.974706039602231	1.35002217913416	963	857	200	197	182165	37559	FC	11	Inh.Sst.Pvalb	InN	intersect_11_CTCF_P0_forebrain.bed
Up	0.700020479213221	0.958036029592399	0.784907468099388	1.16199937828504	720	1295	128	216	201630	37126	FC	12	Claustrum	ExN	intersect_12_CTCF_P0_forebrain.bed
Down	0.11341899222187	0.887015041100305	0.762534551947824	1.02796402911247	720	1295	128	216	201630	37126	FC	12	Claustrum	ExN	intersect_12_CTCF_P0_forebrain.bed
Up	0.00027180102488174	1.37534851798288	1.15623107489614	1.63145323747481	630	686	199	242	132553	33315	FC	13	Opc	Glia	intersect_13_CTCF_P0_forebrain.bed
Down	0.00000000382951212714521	1.62356101213862	1.38173115409696	1.904047442735	630	686	199	242	132553	33315	FC	13	Opc	Glia	intersect_13_CTCF_P0_forebrain.bed
Up	0.268425989388506	0.876247875275865	0.690760949210472	1.10109689054795	544	1473	90	202	201880	37246	FC	14	L5.Parm1	ExN	intersect_14_CTCF_P0_forebrain.bed
Down	0.00000159239169047748	0.702503020179796	0.602288498949531	0.815917811330261	544	1473	90	202	201880	37246	FC	14	L5.Parm1	ExN	intersect_14_CTCF_P0_forebrain.bed
Up	0.257960797630122	0.761988033738773	0.46122003332731	1.23176651181194	81	231	27	107	31388	12436	FC	15	Endo	Glia	intersect_15_CTCF_P0_forebrain.bed
Down	0.0426929564628782	1.3150002458236	1.00470051904144	1.71880036428933	81	231	27	107	31388	12436	FC	15	Endo	Glia	intersect_15_CTCF_P0_forebrain.bed
Up	0.80861170950256	1.0358669513055	0.742222911053138	1.43309610787091	171	366	59	150	53838	18149	FC	16	Peri	Glia	intersect_16_CTCF_P0_forebrain.bed
Down	0.00388869363444072	1.36563311316311	1.10045924154019	1.69100781153958	171	366	59	150	53838	18149	FC	16	Peri	Glia	intersect_16_CTCF_P0_forebrain.bed
Up	0.943503239526445	1.01237313242384	0.755665956166172	1.34174037635429	267	954	67	298	122257	30397	FC	17	L5b.Fezf2	ExN	intersect_17_CTCF_P0_forebrain.bed
Down	0.0000105575498132852	1.37279860136865	1.19234539353815	1.5776418419101	267	954	67	298	122257	30397	FC	17	L5b.Fezf2	ExN	intersect_17_CTCF_P0_forebrain.bed
Up	0.0000000000689056304654185	1.91409482073358	1.57094198399736	2.33130347704203	419	70	203	22	49087	16165	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_CTCF_P0_forebrain.bed
Down	0.898843658709704	0.9334542407592	0.536387424453919	1.57722859376627	419	70	203	22	49087	16165	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_CTCF_P0_forebrain.bed
Up	0.00000000000000231406980695651	0.547485036140282	0.466715936301362	0.640271221444584	844	662	216	198	150726	58156	HT	1	CM	Muscle	intersect_1_CTCF_8w_heart.bed
Down	0.00000395281546492499	0.679241480353986	0.571997884885807	0.804209722939621	844	662	216	198	150726	58156	HT	1	CM	Muscle	intersect_1_CTCF_8w_heart.bed
Up	0.0801288339658465	0.859015104845904	0.721207845514205	1.02113631493981	568	758	214	207	132869	54883	HT	2	FB	Other	intersect_2_CTCF_8w_heart.bed
Down	0.00000000000000155238440261814	0.533828054697528	0.452603999328616	0.627684174890355	568	758	214	207	132869	54883	HT	2	FB	Other	intersect_2_CTCF_8w_heart.bed
Up	0.0000000000000000000000000000000656436087338557	2.07481598041517	1.83365543989774	2.34847027788827	1055	464	582	198	152061	56608	HT	3	Endo	Other	intersect_3_CTCF_8w_heart.bed
Down	0.0161928537460369	1.25512827649945	1.03861225579197	1.51482426250662	1055	464	582	198	152061	56608	HT	3	Endo	Other	intersect_3_CTCF_8w_heart.bed
Up	0.0000000000000503181082173377	0.645679188815285	0.572924500953467	0.726523305201397	1424	364	389	134	178927	65832	HT	4	Low_quality	NA	intersect_4_CTCF_8w_heart.bed
Down	1	1.00088302652573	0.802570988688692	1.24413147017945	1424	364	389	134	178927	65832	HT	4	Low_quality	NA	intersect_4_CTCF_8w_heart.bed
Up	0.0000000000000441645841468453	1.63871076578927	1.44000320291852	1.86485525758976	957	480	472	164	143802	53579	HT	5	Macg	Immune	intersect_5_CTCF_8w_heart.bed
Down	0.170340974140807	0.873916950330983	0.719020786121781	1.059013586425	957	480	472	164	143802	53579	HT	5	Macg	Immune	intersect_5_CTCF_8w_heart.bed
Up	0.0000000000000000000000000000000000380972401777646	2.38341456781236	2.0673602493449	2.75101115544935	835	411	519	140	124777	50905	HT	6	SMC	Muscle	intersect_6_CTCF_8w_heart.bed
Down	0.00564468560043185	0.749685979661679	0.606707651270146	0.923002717674598	835	411	519	140	124777	50905	HT	6	SMC	Muscle	intersect_6_CTCF_8w_heart.bed
Up	0.0000000000000000000000000283005773997875	2.00488057234935	1.75803733916065	2.28769080562617	949	241	552	96	119177	48805	HT	7	Endo	Other	intersect_7_CTCF_8w_heart.bed
Down	0.743451543083836	0.954633327729101	0.729607495248555	1.24438049249213	949	241	552	96	119177	48805	HT	7	Endo	Other	intersect_7_CTCF_8w_heart.bed
Up	0.24003577139766	0.750679849076291	0.453490069295128	1.22875542414518	72	356	30	250	42998	20965	HT	8	Bcell	Immune	intersect_8_CTCF_8w_heart.bed
Down	0.000000000000000349848862482527	2.47862192333549	1.96554731868364	3.14358499427644	72	356	30	250	42998	20965	HT	8	Bcell	Immune	intersect_8_CTCF_8w_heart.bed
Up	0.34189757172476	1.14130463309588	0.865383015780304	1.5100688498685	219	189	127	126	56707	31042	HT	9	Fat	Other	intersect_9_CTCF_8w_heart.bed
Down	0.000958521988451489	1.65354784588762	1.21203489438473	2.27569201859366	219	189	127	126	56707	31042	HT	9	Fat	Other	intersect_9_CTCF_8w_heart.bed
Up	0.000000299931020907504	3.49185732996127	2.05803885233005	6.22893354088168	89	188	71	117	34345	18217	HT	10	Tcell	Immune	intersect_10_CTCF_8w_heart.bed
Down	0.0125981719270275	1.45889912906084	1.07631500320455	1.98943722019948	89	188	71	117	34345	18217	HT	10	Tcell	Immune	intersect_10_CTCF_8w_heart.bed
Up	0.00000000000000255129298283235	1.97015227792541	1.65329233478288	2.35459989099417	599	181	410	70	78160	40960	HT	11	doublet	NA	intersect_11_CTCF_8w_heart.bed
Down	0.000244209412940414	0.572750136087364	0.418294038872069	0.77967833356947	599	181	410	70	78160	40960	HT	11	doublet	NA	intersect_11_CTCF_8w_heart.bed
Up	0.00000000000000000000000000000660330898012322	0.0453760076593721	0.0123363098386903	0.116865983807257	587	406	4	23	99448	13059	LM	1	Skm.Fhl3..1	Muscle	intersect_1_CTCF_C2C12.bed
Down	0.00000134842178747146	0.397264523226594	0.248724315333321	0.605286902886785	587	406	4	23	99448	13059	LM	1	Skm.Fhl3..1	Muscle	intersect_1_CTCF_C2C12.bed
Up	0.00000000000000000000261902845637294	0.123282477661882	0.0587957323907648	0.228383571351517	614	524	10	40	113973	13494	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_CTCF_C2C12.bed
Down	0.00220726209175287	0.615390905671937	0.433931780045527	0.850890155780997	614	524	10	40	113973	13494	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_CTCF_C2C12.bed
Up	0.0000000000000373440504640882	0.242316719572735	0.144729111245419	0.382198028936491	576	496	19	48	107341	13246	LM	3	Skm.Fhl3.2	Muscle	intersect_3_CTCF_C2C12.bed
Down	0.0749425419268791	0.761107744225029	0.552601511034539	1.02715375375311	576	496	19	48	107341	13246	LM	3	Skm.Fhl3.2	Muscle	intersect_3_CTCF_C2C12.bed
Up	0.0000000140573764104063	0.335525511402088	0.205443790093247	0.519767544262818	451	465	21	29	91704	11652	LM	4	FB	Other	intersect_4_CTCF_C2C12.bed
Down	0.00000685381844894173	0.456967487719497	0.302241054542467	0.666155247533099	451	465	21	29	91704	11652	LM	4	FB	Other	intersect_4_CTCF_C2C12.bed
Up	0.00113019903089872	0.65951421138814	0.500276582819856	0.855808689489778	813	384	62	28	119899	13339	LM	5	Low_quality	NA	intersect_5_CTCF_C2C12.bed
Down	0.0145963231468036	0.628319559128534	0.411407603756302	0.92435694827431	813	384	62	28	119899	13339	LM	5	Low_quality	NA	intersect_5_CTCF_C2C12.bed
Up	0.685826936065969	1.0529064111805	0.799748984987611	1.36783356094314	470	225	67	27	69657	9499	LM	6	Endo	Other	intersect_6_CTCF_C2C12.bed
Down	0.558924297804165	0.86362693441553	0.5547900419079	1.29599863010128	470	225	67	27	69657	9499	LM	6	Endo	Other	intersect_6_CTCF_C2C12.bed
Up	0.292654569301886	0.805282903161818	0.535813640684034	1.17201501037922	291	604	31	59	89659	11563	LM	7	Kerat	Other	intersect_7_CTCF_C2C12.bed
Down	0.0205032483590865	0.731164917272353	0.548769737035173	0.958493457749098	291	604	31	59	89659	11563	LM	7	Kerat	Other	intersect_7_CTCF_C2C12.bed
Up	0.00000000201341981527082	0.397909682100018	0.274508853222298	0.559701374658303	666	341	35	33	100839	12337	LM	8	Skm.Fhl3.3	Muscle	intersect_8_CTCF_C2C12.bed
Down	0.159559232826191	0.768613267886868	0.51947099257567	1.10319749037783	666	341	35	33	100839	12337	LM	8	Skm.Fhl3.3	Muscle	intersect_8_CTCF_C2C12.bed
Up	0.318598058587227	0.857838277462629	0.639695775103528	1.13201880864413	483	69	58	2	55379	7601	LM	9	Macg	Immune	intersect_9_CTCF_C2C12.bed
Down	0.0045784684049712	0.187637406632946	0.0222619379679769	0.705021551556585	483	69	58	2	55379	7601	LM	9	Macg	Immune	intersect_9_CTCF_C2C12.bed
Up	0.456222310495993	0.879430928772669	0.633213383362007	1.197095718153	382	285	47	36	66859	9199	LM	10	SMC	Muscle	intersect_10_CTCF_C2C12.bed
Down	0.666309298874827	0.906208093475901	0.61996638428781	1.2899811136841	382	285	47	36	66859	9199	LM	10	SMC	Muscle	intersect_10_CTCF_C2C12.bed
Up	0.00283100577288527	0.670587484222979	0.501876821789293	0.881321979774153	587	211	58	18	79929	11232	LM	11	Fat	Other	intersect_11_CTCF_C2C12.bed
Down	0.0218601404785161	0.57042591507098	0.330868690521972	0.926334476078942	587	211	58	18	79929	11232	LM	11	Fat	Other	intersect_11_CTCF_C2C12.bed
Up	0.00121690818894206	0.369377540280374	0.165541050489008	0.720869062966961	157	362	9	40	52002	7351	LM	12	MSC	Other	intersect_12_CTCF_C2C12.bed
Down	0.0957621698484162	0.754555671721305	0.528581685498245	1.0513880772473	157	362	9	40	52002	7351	LM	12	MSC	Other	intersect_12_CTCF_C2C12.bed
Up	0.333432871703918	1.20668101165583	0.782589771609716	1.80671319408855	166	13	30	0	18169	2808	LM	13	Bcell	Immune	intersect_13_CTCF_C2C12.bed
Down	0.240919466487209	0	0	1.79625899407909	166	13	30	0	18169	2808	LM	13	Bcell	Immune	intersect_13_CTCF_C2C12.bed
Up	0.360957025347671	0.743770598251023	0.384209779183375	1.32367954046638	128	566	13	63	69519	9172	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_CTCF_C2C12.bed
Down	0.169468040486174	0.824075993316128	0.62323524863771	1.07358392522284	128	566	13	63	69519	9172	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_CTCF_C2C12.bed
Up	0.405136242175745	0.810426595969876	0.495724153002313	1.26426858076957	212	368	22	32	58193	7275	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_CTCF_C2C12.bed
Down	0.0265025029289547	0.666579489444476	0.448240741675799	0.960238249661017	212	368	22	32	58193	7275	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_CTCF_C2C12.bed
Up	0.566676982876847	0.795273328651415	0.393895049996456	1.47005449812182	93	24	12	0	11819	1856	LM	16	neutrophils	Immune	intersect_16_CTCF_C2C12.bed
Down	0.0244581725093652	0	0	0.892862654996638	93	24	12	0	11819	1856	LM	16	neutrophils	Immune	intersect_16_CTCF_C2C12.bed
Up	1	0.953845768852606	0.470876075798712	1.77098194423835	86	65	12	4	15815	2298	LM	17	Eryth	Immune	intersect_17_CTCF_C2C12.bed
Down	0.0528207303101584	0.385725056232647	0.101738666040564	1.04065283006379	86	65	12	4	15815	2298	LM	17	Eryth	Immune	intersect_17_CTCF_C2C12.bed
Up	0.0000000161583299940615	0.489060401285592	0.366196095305438	0.641912750177467	724	327	57	35	105212	15650	BM	1	Neutrophil.Il1b		intersect_1_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.0351947459883713	0.685956567917164	0.468458845607827	0.976515923504947	724	327	57	35	105212	15650	BM	1	Neutrophil.Il1b		intersect_1_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.0504725520740493	0.69528331234939	0.469534255018505	1.00108994124316	257	581	34	52	83948	15098	BM	2	Eryth		intersect_2_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.00000000126882206230069	0.448261045966135	0.330254455062814	0.597090603802172	257	581	34	52	83948	15098	BM	2	Eryth		intersect_2_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.000000000010375883870422	0.468798514645033	0.363602566307067	0.596477733184667	891	305	73	31	119796	19158	BM	3	Naive.B.cell		intersect_3_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.00470011660917847	0.594327890001518	0.395928582359234	0.863738451422187	891	305	73	31	119796	19158	BM	3	Naive.B.cell		intersect_3_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.022902928727363	0.757524633758116	0.58773508350758	0.9646430108675	634	527	76	61	116249	17716	BM	4	Neutrophil.Ms4a3		intersect_4_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.0177693570418858	0.728050538201629	0.54784636869228	0.952835093984207	634	527	76	61	116249	17716	BM	4	Neutrophil.Ms4a3		intersect_4_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.00000000310548114439658	0.444952832757171	0.323119432190886	0.599831915517393	629	402	47	51	103285	15866	BM	5	Neutrophil.Gpr27		intersect_5_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.145587875044003	0.800575961185146	0.584411729890436	1.07681079243952	629	402	47	51	103285	15866	BM	5	Neutrophil.Gpr27		intersect_5_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.00299679443124595	0.701663687127501	0.54405672648792	0.893733071262031	673	634	75	73	130843	19841	BM	6	Monocyte		intersect_6_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.010509489181178	0.727995496966236	0.562154574909013	0.930885427716738	673	634	75	73	130843	19841	BM	6	Monocyte		intersect_6_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.00000434818856188319	0.528802912406768	0.38780232773637	0.707498165490095	513	653	51	48	116703	20155	BM	7	Pre.B.cell		intersect_7_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.000000000000202277809470057	0.380054706918882	0.277042720956622	0.510594744463078	513	653	51	48	116703	20155	BM	7	Pre.B.cell		intersect_7_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.00271935856302789	0.687942272921248	0.528480197502931	0.883679992384601	630	655	70	59	128607	19775	BM	8	Pro.Eryth		intersect_8_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.00000203119198191889	0.544815182870694	0.409442136523839	0.713081213332493	630	655	70	59	128607	19775	BM	8	Pro.Eryth		intersect_8_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.0000691457638300479	0.641578051548857	0.504223276599308	0.807274186289421	758	456	83	37	121598	19557	BM	9	T.cell		intersect_9_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.000000729651295370313	0.460749566465761	0.31980329241606	0.645849572546348	758	456	83	37	121598	19557	BM	9	T.cell		intersect_9_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.0000000000122943124954845	0.447827920950708	0.340430454733815	0.580001260984092	802	464	63	47	126769	20273	BM	10	Macrophage		intersect_10_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.000361312097075111	0.592079748624397	0.428122151163148	0.802134882298158	802	464	63	47	126769	20273	BM	10	Macrophage		intersect_10_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.685908937260108	1.04269514804828	0.850451180074149	1.26952706216084	742	554	121	70	129713	20423	BM	11	FB		intersect_11_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.0466136297441398	0.77395325182342	0.593258935360904	0.996581186297777	742	554	121	70	129713	20423	BM	11	FB		intersect_11_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.701870466914309	1.04352578420851	0.836461144387745	1.29112808786159	645	657	103	87	130381	20086	BM	12	Basophil		intersect_12_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.12932952531383	0.838122414664215	0.660644617060806	1.05239431534333	645	657	103	87	130381	20086	BM	12	Basophil		intersect_12_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.819077314036453	1.02618333971554	0.812690726872816	1.28384784434345	584	725	93	112	131077	20424	BM	13	Dendritic.Cells		intersect_13_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.959071164437551	0.989873723218915	0.801488120312977	1.21326431823846	584	725	93	112	131077	20424	BM	13	Dendritic.Cells		intersect_13_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.425223311729921	0.890934463645215	0.668041467745017	1.17141152127647	401	757	62	141	116094	19773	BM	14	Late.Pro.B.cell		intersect_14_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.244564933662601	1.1150602522933	0.921314607138038	1.34191195925656	401	757	62	141	116094	19773	BM	14	Late.Pro.B.cell		intersect_14_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.0207518934776418	0.762036094715834	0.597883368732859	0.961322020156214	584	463	85	124	104830	19152	BM	15	Endo		intersect_15_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.00000742023479560401	1.63634002638247	1.32034926886419	2.01715130899274	584	463	85	124	104830	19152	BM	15	Endo		intersect_15_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.408811434724099	1.10710289781861	0.859018360240967	1.41216912379283	451	752	81	123	120486	19892	BM	16	HSC		intersect_16_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.960705528074474	0.988889758528923	0.807901352761568	1.20223591438276	451	752	81	123	120486	19892	BM	16	HSC		intersect_16_CTCF_BM_8wk_ENCFF097CAQ.bed
Up	0.563415783819776	0.92580431359927	0.72543274717789	1.17020461015247	497	328	87	36	82663	15414	BM	17	Plasma.Cell		intersect_17_CTCF_BM_8wk_ENCFF097CAQ.bed
Down	0.000205379962599616	0.537894973434045	0.369262571289557	0.76248077474671	497	328	87	36	82663	15414	BM	17	Plasma.Cell		intersect_17_CTCF_BM_8wk_ENCFF097CAQ.bed
