dir	p	OR	CILow	CIHigh	up_total	down_total	up_overlap	down_overlap	all_total	overlap_total	Tissue	Cluster	Name	Clade	file
Down	0.254940743567544	0.909753387026466	0.772670600976019	1.06693269900618	901	952	145	194	185436	40714	FC	8	L6	ExN	intersect_8_H3K27ac_P0_forebrain.bed
Up	0.000836267091439935	1.41063529779576	1.14803553974875	1.72868057841992	415	479	155	200	89535	26598	FC	9	Mgc	Immune	intersect_9_H3K27ac_P0_forebrain.bed
Down	0.0000000295588345391359	1.69621142380991	1.40657176519784	2.04250303225092	415	479	155	200	89535	26598	FC	9	Mgc	Immune	intersect_9_H3K27ac_P0_forebrain.bed
Up	0.407905619848629	0.935646352233037	0.801375308142826	1.08859978304942	1027	792	217	204	182065	40527	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K27ac_P0_forebrain.bed
Down	0.0207508109822177	1.21167171754856	1.02776720740917	1.42382599614796	1027	792	217	204	182065	40527	FC	10	Inh.Six3.Def6	InN	intersect_10_H3K27ac_P0_forebrain.bed
Up	0.00285254416288144	0.78123802031552	0.659897066311064	0.920751537240176	963	857	178	192	182165	40979	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K27ac_P0_forebrain.bed
Down	0.967319454334835	0.994740347286182	0.842367540637502	1.17021144982271	963	857	178	192	182165	40979	FC	11	Inh.Sst.Pvalb	InN	intersect_11_H3K27ac_P0_forebrain.bed
Up	0.0000419253712638332	0.655296435371379	0.526465042927996	0.808703111991134	720	1295	103	261	201630	40937	FC	12	Claustrum	ExN	intersect_12_H3K27ac_P0_forebrain.bed
Down	0.917226192258207	0.990833350496578	0.861356664229441	1.13653039343795	720	1295	103	261	201630	40937	FC	12	Claustrum	ExN	intersect_12_H3K27ac_P0_forebrain.bed
Up	0.00000000500742365157433	1.6318244896729	1.38397045267137	1.92118302931667	630	686	245	274	132553	37189	FC	13	Opc	Glia	intersect_13_H3K27ac_P0_forebrain.bed
Down	0.0000000000240192994734678	1.7053804139523	1.45766448633497	1.99279213387553	630	686	245	274	132553	37189	FC	13	Opc	Glia	intersect_13_H3K27ac_P0_forebrain.bed
Up	0.0004513565681982	0.662952469935587	0.51608586521868	0.842278833576633	544	1473	80	335	201880	41667	FC	14	L5.Parm1	ExN	intersect_14_H3K27ac_P0_forebrain.bed
Down	0.0487881335236329	1.13192656609112	0.998614470981255	1.28033801793164	544	1473	80	335	201880	41667	FC	14	L5.Parm1	ExN	intersect_14_H3K27ac_P0_forebrain.bed
Up	0.266148070113485	0.771566273538093	0.484225495175632	1.22326382078702	81	231	37	187	31388	16369	FC	15	Endo	Glia	intersect_15_H3K27ac_P0_forebrain.bed
Down	0.000000000000000000133711582542953	3.89916555967621	2.79264579402781	5.55020848248346	81	231	37	187	31388	16369	FC	15	Endo	Glia	intersect_15_H3K27ac_P0_forebrain.bed
Up	0.0440331414765479	1.36521268546921	0.999233641466732	1.86553189547567	171	366	86	235	53838	22916	FC	16	Peri	Glia	intersect_16_H3K27ac_P0_forebrain.bed
Down	0.000000000000000116691768773316	2.42058665187295	1.94517270697498	3.02304410698024	171	366	86	235	53838	22916	FC	16	Peri	Glia	intersect_16_H3K27ac_P0_forebrain.bed
Up	0.945602041743534	1.00887805326762	0.761737253514675	1.32450462958239	267	954	75	423	122257	34124	FC	17	L5b.Fezf2	ExN	intersect_17_H3K27ac_P0_forebrain.bed
Down	0.0000000000000000000000000051677112818331	2.05747935127377	1.80526731086638	2.34363639544794	267	954	75	423	122257	34124	FC	17	L5b.Fezf2	ExN	intersect_17_H3K27ac_P0_forebrain.bed
Up	0.0000000000000000000000000000000000000000000000000000000000000000000000000000675069686699517	10.3692329194609	7.47122574768801	14.7528351699148	419	70	379	48	49087	23437	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K27ac_P0_forebrain.bed
Down	0.000684441776518662	2.38780102753745	1.4132811409653	4.15498243639103	419	70	379	48	49087	23437	FC	18	Inh.Lrrc38.Plcxd3.Prok2	InN	intersect_18_H3K27ac_P0_forebrain.bed
Up	0.000000000000865518734151061	0.565805904873274	0.477892881770068	0.667273690363212	844	662	185	156	150726	49984	HT	1	CM	Muscle	intersect_1_H3K27ac_P0_heart.bed
Down	0.0000000845672370159007	0.621376710941483	0.515742200640333	0.745214003094557	844	662	185	156	150726	49984	HT	1	CM	Muscle	intersect_1_H3K27ac_P0_heart.bed
Up	0.26942472183992	0.902007892242019	0.752200053610126	1.07849134600959	568	758	184	168	132869	46096	HT	2	FB	Other	intersect_2_H3K27ac_P0_heart.bed
Down	0.0000000000000789028036663254	0.536019679732478	0.448687915880724	0.637541285654066	568	758	184	168	132869	46096	HT	2	FB	Other	intersect_2_H3K27ac_P0_heart.bed
Up	0.00000000000000000000000000000000000000000000000000000000774271910233326	2.6883706841506	2.37484377925222	3.04480176441205	1055	464	599	221	152061	49912	HT	3	Endo	Other	intersect_3_H3K27ac_P0_heart.bed
Down	0.0000000000454884306041458	1.86137063050738	1.54368474797845	2.24310933574521	1055	464	599	221	152061	49912	HT	3	Endo	Other	intersect_3_H3K27ac_P0_heart.bed
Up	0.00000000634624733521795	0.703904712517717	0.621554560409786	0.795625335519693	1424	364	346	81	178927	56035	HT	4	Low_quality	NA	intersect_4_H3K27ac_P0_heart.bed
Down	0.000144119071197102	0.62771699117678	0.484062257742234	0.806427256501402	1424	364	346	81	178927	56035	HT	4	Low_quality	NA	intersect_4_H3K27ac_P0_heart.bed
Up	0.000000000000000138835817813861	1.72672631645878	1.51624734280182	1.9655855997435	957	480	438	139	143802	47210	HT	5	Macg	Immune	intersect_5_H3K27ac_P0_heart.bed
Down	0.0717896787371182	0.834017649480055	0.679516052504421	1.01912054215308	957	480	438	139	143802	47210	HT	5	Macg	Immune	intersect_5_H3K27ac_P0_heart.bed
Up	0.0000000000000000000000000000000000000000000000000000000000000000000000902773355254575	3.54864063214838	3.06109263592443	4.12267006693667	835	411	569	105	124777	46927	HT	6	SMC	Muscle	intersect_6_H3K27ac_P0_heart.bed
Down	0.000000292273272491004	0.569253881579437	0.451480223584289	0.712977935352135	835	411	569	105	124777	46927	HT	6	SMC	Muscle	intersect_6_H3K27ac_P0_heart.bed
Up	0.0000000000000000000000000000000000000000000000000000245395428725919	2.7534741051579	2.40961824110647	3.15005167081561	949	241	590	76	119177	44545	HT	7	Endo	Other	intersect_7_H3K27ac_P0_heart.bed
Down	0.0622045344163001	0.771714576703046	0.580030726634017	1.01890537682815	949	241	590	76	119177	44545	HT	7	Endo	Other	intersect_7_H3K27ac_P0_heart.bed
Up	0.0998312971423118	0.670535615732774	0.401849976965594	1.10184154760871	72	356	28	282	42998	20937	HT	8	Bcell	Immune	intersect_8_H3K27ac_P0_heart.bed
Down	0.0000000000000000000000000000000498662320263619	4.01485587075346	3.09585068159469	5.26337038683307	72	356	28	282	42998	20937	HT	8	Bcell	Immune	intersect_8_H3K27ac_P0_heart.bed
Up	0.839149341097633	1.03185333327558	0.784113304147164	1.35920576346706	219	189	115	116	56707	29334	HT	9	Fat	Other	intersect_9_H3K27ac_P0_heart.bed
Down	0.00856798478791218	1.48279678113957	1.09643266457708	2.01646393385318	219	189	115	116	56707	29334	HT	9	Fat	Other	intersect_9_H3K27ac_P0_heart.bed
Up	0.000000000646138375333639	5.08762057151756	2.75051588881466	10.2791361238999	89	188	77	125	34345	19156	HT	10	Tcell	Immune	intersect_10_H3K27ac_P0_heart.bed
Down	0.00316223694753743	1.57321277149018	1.15221101105222	2.16664164628793	89	188	77	125	34345	19156	HT	10	Tcell	Immune	intersect_10_H3K27ac_P0_heart.bed
Up	0.000000000000000000000000000000000000000000000000656735263271991	3.92973848192273	3.19656662276612	4.86511488656925	599	181	485	71	78160	40629	HT	11	doublet	NA	intersect_11_H3K27ac_P0_heart.bed
Down	0.000758984521901724	0.596247091986389	0.435919932750491	0.811113834751319	599	181	485	71	78160	40629	HT	11	doublet	NA	intersect_11_H3K27ac_P0_heart.bed
Up	0.00000000000000000318127530695294	0.397637935575319	0.312817823636053	0.50040931497808	587	406	87	118	99448	30271	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K27ac_E15.5_limb.bed
Down	0.588946752619235	0.936321616530491	0.748923011039407	1.16448553739337	587	406	87	118	99448	30271	LM	1	Skm.Fhl3..1	Muscle	intersect_1_H3K27ac_E15.5_limb.bed
Up	0.000000000927344146455229	0.542453761474995	0.437109191927238	0.668258745976453	614	524	110	150	113973	32700	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K27ac_E15.5_limb.bed
Down	1	0.996823119025507	0.818880230519273	1.20843591584794	614	524	110	150	113973	32700	LM	2	Skm.Fhl3.Myh1	Muscle	intersect_2_H3K27ac_E15.5_limb.bed
Up	0.000000000000115583454780102	0.460287210703057	0.364871430846301	0.575446353853622	576	496	94	172	107341	31945	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K27ac_E15.5_limb.bed
Down	0.0181504139979854	1.25298043598583	1.03480436498636	1.51278781654504	576	496	94	172	107341	31945	LM	3	Skm.Fhl3.2	Muscle	intersect_3_H3K27ac_E15.5_limb.bed
Up	0.0000000000000000000000000000000612792496129788	0.233714675325066	0.171983779040412	0.311978010443008	451	465	53	207	91704	33286	LM	4	FB	Other	intersect_4_H3K27ac_E15.5_limb.bed
Down	0.000283314382083674	1.40805203976675	1.16643917916244	1.69821887577233	451	465	53	207	91704	33286	LM	4	FB	Other	intersect_4_H3K27ac_E15.5_limb.bed
Up	0.416202039570183	0.935948740018433	0.798821181992375	1.09361567346639	813	384	226	93	119899	34946	LM	5	Low_quality	NA	intersect_5_H3K27ac_E15.5_limb.bed
Down	0.0372282717877037	0.776928185251088	0.608162734750108	0.984788438278829	813	384	226	93	119899	34946	LM	5	Low_quality	NA	intersect_5_H3K27ac_E15.5_limb.bed
Up	0.000000000000137456593025888	1.99415969095826	1.65416934239396	2.40688970985614	470	225	267	106	69657	27684	LM	6	Endo	Other	intersect_6_H3K27ac_E15.5_limb.bed
Down	0.0287966838251403	1.35048699475399	1.02907633230447	1.77039445910678	470	225	267	106	69657	27684	LM	6	Endo	Other	intersect_6_H3K27ac_E15.5_limb.bed
Up	0.00510893286962715	0.696084971910061	0.533984191068312	0.900748811891595	291	604	85	367	89659	33368	LM	7	Kerat	Other	intersect_7_H3K27ac_E15.5_limb.bed
Down	0.000000000000000000000000000000206181004577687	2.61230241606939	2.21140004585761	3.09046872900417	291	604	85	367	89659	33368	LM	7	Kerat	Other	intersect_7_H3K27ac_E15.5_limb.bed
Up	0.0000000000210372533297351	0.538195264453184	0.441223755153732	0.652637920422185	666	341	132	136	100839	31738	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K27ac_E15.5_limb.bed
Down	0.00105541405146898	1.44442361038144	1.15376150823101	1.80358802838886	666	341	132	136	100839	31738	LM	8	Skm.Fhl3.3	Muscle	intersect_8_H3K27ac_E15.5_limb.bed
Up	0.00000000000000000000000625014155446441	2.56359942434965	2.11850484180517	3.1109221244012	483	69	313	16	55379	23148	LM	9	Macg	Immune	intersect_9_H3K27ac_E15.5_limb.bed
Down	0.00141885790820172	0.420353498329081	0.224237226024604	0.746945162512808	483	69	313	16	55379	23148	LM	9	Macg	Immune	intersect_9_H3K27ac_E15.5_limb.bed
Up	0.0000248757830626388	0.634189417087257	0.506905360093117	0.789818146508338	382	285	122	177	66859	28432	LM	10	SMC	Muscle	intersect_10_H3K27ac_E15.5_limb.bed
Down	0.0000000000365030692198131	2.21501775645952	1.73289338220656	2.84213176294108	382	285	122	177	66859	28432	LM	10	SMC	Muscle	intersect_10_H3K27ac_E15.5_limb.bed
Up	0.00000000000000102244123180368	1.95122950366488	1.6525031731747	2.30514708970551	587	211	317	86	79929	30027	LM	11	Fat	Other	intersect_11_H3K27ac_E15.5_limb.bed
Down	0.355042994880543	1.14338330831814	0.858200966165206	1.51735445145527	587	211	317	86	79929	30027	LM	11	Fat	Other	intersect_11_H3K27ac_E15.5_limb.bed
Up	0.0000822382589404155	0.521240900345744	0.366974421873177	0.732766511467853	157	362	53	264	52002	25708	LM	12	MSC	Other	intersect_12_H3K27ac_E15.5_limb.bed
Down	0.000000000000000000173105045714635	2.7553189443057	2.17556441602763	3.51284429837914	157	362	53	264	52002	25708	LM	12	MSC	Other	intersect_12_H3K27ac_E15.5_limb.bed
Up	0.000000000000307161950895562	4.4092442633058	2.74981617277332	7.43846570617425	166	13	146	2	18169	11327	LM	13	Bcell	Immune	intersect_13_H3K27ac_E15.5_limb.bed
Down	0.000727207677433117	0.109856677817076	0.0118060446410675	0.503495517890522	166	13	146	2	18169	11327	LM	13	Bcell	Immune	intersect_13_H3K27ac_E15.5_limb.bed
Up	0.78326033445195	0.93712436579385	0.636773022666288	1.36343850803694	128	566	45	292	69519	25479	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K27ac_E15.5_limb.bed
Down	0.000000000000656626949869678	1.84192920165633	1.55552052096852	2.18170131013867	128	566	45	292	69519	25479	LM	14	Skm.Fhl3.Cyrm.Ache	Muscle	intersect_14_H3K27ac_E15.5_limb.bed
Up	0.00480341571835806	0.654312168855062	0.479948141264694	0.883439640671005	212	368	64	178	58193	23156	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K27ac_E15.5_limb.bed
Down	0.000913324886390179	1.41748162751048	1.14805642079594	1.7495748380301	212	368	64	178	58193	23156	LM	15	Skm.Fhl3.Wdr31	Muscle	intersect_15_H3K27ac_E15.5_limb.bed
Up	0.147083138563013	1.43605036920535	0.883855080841847	2.41479210038774	93	24	70	10	11819	8030	LM	16	neutrophils	Immune	intersect_16_H3K27ac_E15.5_limb.bed
Down	0.00826171929717498	0.337073812792549	0.13381912970365	0.816790928390686	93	24	70	10	11819	8030	LM	16	neutrophils	Immune	intersect_16_H3K27ac_E15.5_limb.bed
Up	0.00954235172912347	1.93878263500533	1.15928583351013	3.3800499225616	86	65	66	27	15815	9962	LM	17	Eryth	Immune	intersect_17_H3K27ac_E15.5_limb.bed
Down	0.000685566966691105	0.417478228671853	0.244847531956155	0.702773585715622	86	65	66	27	15815	9962	LM	17	Eryth	Immune	intersect_17_H3K27ac_E15.5_limb.bed
Up	0.00973081922071287	1.22487014042837	1.04906897438132	1.42803255812898	724	327	270	161	105212	34387	BM	1	Neutrophil.Il1b		intersect_1_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.000000000809107340101713	1.99765644422436	1.59750696663638	2.49729139630919	724	327	270	161	105212	34387	BM	1	Neutrophil.Il1b		intersect_1_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.000000179048737014964	0.47098096982905	0.343674013645158	0.636451314395957	257	581	56	254	83948	31202	BM	2	Eryth		intersect_2_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.00141727491745837	1.31305294020671	1.10946809411474	1.55266485842138	257	581	56	254	83948	31202	BM	2	Eryth		intersect_2_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.000125692090450053	0.747608443125299	0.640292594138345	0.87043670562284	891	305	230	89	119796	38047	BM	3	Naive.B.cell		intersect_3_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.355865357783203	0.885320966671402	0.683511637150936	1.13870864041295	891	305	230	89	119796	38047	BM	3	Naive.B.cell		intersect_3_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.00000000000000000180994033614779	0.41852836643153	0.335112695324672	0.51838398563491	634	527	102	173	116249	36523	BM	4	Neutrophil.Ms4a3		intersect_4_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.480960389242934	1.06678167960831	0.883839430583651	1.28369076336571	634	527	102	173	116249	36523	BM	4	Neutrophil.Ms4a3		intersect_4_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.0000240785801719517	0.682665341335601	0.56620138998496	0.819584831179016	629	402	158	158	103285	34031	BM	5	Neutrophil.Gpr27		intersect_5_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.00780905719907657	1.31770863736761	1.07137062449557	1.61712896879618	629	402	158	158	103285	34031	BM	5	Neutrophil.Gpr27		intersect_5_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.0000000000109301789123881	0.526846615809402	0.429849049601902	0.641531838792778	673	634	124	181	130843	39262	BM	6	Monocyte		intersect_6_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.434624760832289	0.931995674570972	0.779721883204721	1.11017616923166	673	634	124	181	130843	39262	BM	6	Monocyte		intersect_6_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.000000000000279459271715442	0.457046162967433	0.360558289697916	0.574151535364889	513	653	92	200	116703	37750	BM	7	Pre.B.cell		intersect_7_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.356427117066033	0.923388494341892	0.777521929374546	1.09344071386476	513	653	92	200	116703	37750	BM	7	Pre.B.cell		intersect_7_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.0000000000170261918014843	0.520411851425289	0.4218640986995	0.63753882042226	630	655	117	197	128607	39188	BM	8	Pro.Eryth		intersect_8_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.864853539334642	0.98146141717491	0.82591008009345	1.16288056568821	630	655	117	197	128607	39188	BM	8	Pro.Eryth		intersect_8_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.409824761870132	0.934911264425905	0.796366640234598	1.09474209035919	758	456	227	136	121598	38155	BM	9	T.cell		intersect_9_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.511042607961125	0.9294544234411	0.754556367456882	1.13988349187847	758	456	227	136	121598	38155	BM	9	T.cell		intersect_9_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.00000844623761572334	0.692215044750656	0.583674348811422	0.817765818111983	802	464	184	108	126769	38126	BM	10	Macrophage		intersect_10_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.00136579186856427	0.705314486480335	0.563144529617732	0.877451924089133	802	464	184	108	126769	38126	BM	10	Macrophage		intersect_10_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.000000151383311540089	1.49930133536126	1.28833786709023	1.74259746003826	742	554	288	132	129713	38565	BM	11	FB		intersect_11_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.00209601718344681	0.739318205728646	0.603121737272653	0.90128361895831	742	554	288	132	129713	38565	BM	11	FB		intersect_11_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.575316964738039	0.948902962569863	0.795609933176857	1.12807645627664	645	657	186	276	130381	39017	BM	12	Basophil		intersect_12_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.0000000000672635399303873	1.69630268571808	1.44687813855125	1.98677156166742	645	657	186	276	130381	39017	BM	12	Basophil		intersect_12_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.0000160473353725753	0.655773639120086	0.534556269062967	0.799791193619308	584	725	128	275	131077	39289	BM	13	Dendritic.Cells		intersect_13_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Down	0.00000509241929462314	1.42769338800365	1.22371129371273	1.66330593047991	584	725	128	275	131077	39289	BM	13	Dendritic.Cells		intersect_13_H3K27ac_BM_8wk_ENCFF009GVZ.bed
Up	0.00000505754783942856	0.588598861057206	0.459083365165624	0.748132594836186	401	757	88	377	116094	37528	BM	14	Late.Pro.B.cell		intersect_14_H3K27ac_BM_8wk_ENCFF009GVZ.bed
